Number of Schools by Management and Year of Establishment                              Report Id : 1001,,,,,,,,
Report Generated By NIC,,,,Report Export Date :06 Mar 2025 09:49 PM,,,,
Academic Year:undefined,,State Name :all,,District Name :none,,Block Name :none,,
,,Present Management of School,,,,,,
Location,Establishment Year,State Govt,Central Govt,Govt Aided,Private,Others,Total School,Cumulative Total School
Karnataka,1841,1,0,0,0,0,1,1
Karnataka,1839,2,0,1,0,0,3,3
Karnataka,1838,3,0,0,0,0,3,3
Karnataka,1836,3,0,0,0,0,3,3
Karnataka,1835,1,0,0,0,0,1,1
Karnataka,1834,4,0,0,0,0,4,4
Karnataka,1833,1,0,0,0,0,1,1
Karnataka,1832,1,0,2,0,0,3,3
Karnataka,1830,1,0,0,0,0,1,1
Karnataka,1827,2,0,0,0,0,2,2
Karnataka,1823,1,0,0,0,0,1,1
Karnataka,1818,2,0,0,0,0,2,2
Karnataka,1804,1,0,0,0,0,1,1
Karnataka,1715,0,0,0,1,0,1,1
Kerala,2021,0,0,0,2,0,2,2
Kerala,2019,4,0,0,3,0,7,7
Kerala,2018,3,1,0,3,1,8,8
Kerala,2017,0,1,0,11,8,20,20
Kerala,2016,2,0,0,8,10,20,20
Kerala,2015,1,1,2,21,12,37,37
Kerala,2014,4,0,1,18,19,42,42
Kerala,2013,2,0,0,20,17,39,39
Kerala,2012,2,0,0,22,25,49,49
Kerala,2011,5,1,0,22,19,47,47
Kerala,2010,5,5,0,25,30,65,65
Kerala,2009,0,0,0,39,22,61,61
Kerala,2008,7,1,0,44,26,78,78
Kerala,2007,3,2,0,67,25,97,97
Kerala,2006,12,0,0,92,34,138,138
Kerala,2005,7,1,1,145,52,206,206
Kerala,2004,18,1,2,150,55,226,226
Kerala,2003,47,0,10,193,45,295,295
Kerala,2002,10,0,1,221,70,302,302
Kerala,2001,19,1,0,114,32,166,166
Kerala,2000,83,0,11,176,50,320,320
Kerala,1999,42,1,1,93,30,167,167
Kerala,1998,49,0,1,96,27,173,173
Kerala,1997,21,1,6,91,18,137,137
Kerala,1996,5,0,4,90,18,117,117
Kerala,1995,9,2,38,133,22,204,204
Kerala,1994,3,1,1,124,22,151,151
Kerala,1993,6,1,5,121,27,160,160
Kerala,1992,2,2,2,139,27,172,172
Kerala,1991,1,0,2,75,13,91,91
Kerala,1990,7,0,4,63,11,85,85
Kerala,1989,1,0,0,35,6,42,42
Kerala,1988,2,4,0,27,7,40,40
Kerala,1987,4,4,1,35,20,64,64
Kerala,1986,6,7,3,40,7,63,63
Kerala,1985,16,2,8,38,7,71,71
Kerala,1984,17,3,27,63,13,123,123
Kerala,1983,14,2,115,53,7,191,191
Kerala,1982,22,0,148,47,6,223,223
Kerala,1981,59,0,5,30,4,98,98
Kerala,1980,14,2,8,38,7,69,69
Kerala,1979,9,0,177,34,8,228,228
Kerala,1978,17,0,3,46,3,69,69
Kerala,1977,4,0,3,24,5,36,36
Kerala,1976,10,1,270,27,3,311,311
Kerala,1975,15,1,17,35,2,70,70
Kerala,1974,114,0,4,27,1,146,146
Kerala,1973,105,0,2,13,3,123,123
Kerala,1972,13,0,2,9,2,26,26
Kerala,1971,4,0,2,9,0,15,15
Kerala,1970,4,0,1,7,1,13,13
Kerala,1969,5,0,15,2,0,22,22
Kerala,1968,46,0,110,6,1,163,163
Kerala,1967,10,0,4,4,0,18,18
Kerala,1966,45,0,67,8,1,121,121
Kerala,1965,9,2,14,10,0,35,35
Kerala,1964,31,1,188,19,1,240,240
Kerala,1963,17,1,39,6,0,63,63
Kerala,1962,82,1,79,6,0,168,168
Kerala,1961,99,0,11,12,0,122,122
Kerala,1960,35,0,69,2,0,106,106
Kerala,1959,20,0,15,4,0,39,39
Kerala,1958,65,0,27,1,0,93,93
Kerala,1957,137,1,148,1,0,287,287
Kerala,1956,143,0,78,0,0,221,221
Kerala,1955,94,0,87,1,0,182,182
Kerala,1954,110,0,124,1,0,235,235
Kerala,1953,28,0,126,0,0,154,154
Kerala,1952,61,0,150,0,0,211,211
Kerala,1951,44,0,143,1,0,188,188
Kerala,1950,60,0,139,2,0,201,201
Kerala,1949,27,0,86,1,0,114,114
Kerala,1948,135,0,91,0,0,226,226
Kerala,1947,83,0,59,0,0,142,142
Kerala,1946,45,0,64,0,0,109,109
Kerala,1945,16,0,47,0,0,63,63
Kerala,1944,12,0,23,0,0,35,35
Kerala,1943,7,0,42,0,0,49,49
Kerala,1942,25,0,50,0,0,75,75
Kerala,1941,5,0,72,0,0,77,77
Kerala,1940,26,0,64,1,0,91,91
Kerala,1939,20,0,69,0,0,89,89
Kerala,1938,26,0,66,0,0,92,92
Kerala,1937,20,0,73,0,0,93,93
Kerala,1936,33,0,106,0,0,139,139
Kerala,1935,30,0,94,1,0,125,125
Kerala,1934,25,0,62,0,0,87,87
Kerala,1933,12,0,67,1,0,80,80
Kerala,1932,32,0,92,0,0,124,124
Kerala,1931,23,0,74,0,0,97,97
Kerala,1930,60,0,143,1,0,204,204
Kerala,1929,44,0,110,0,0,154,154
Kerala,1928,80,0,173,1,1,255,255
Kerala,1927,91,0,132,2,0,225,225
Kerala,1926,61,0,160,1,0,222,222
Kerala,1925,111,0,193,0,0,304,304
Kerala,1924,123,0,163,0,0,286,286
Kerala,1923,47,0,94,1,0,142,142
Kerala,1922,31,0,76,1,0,108,108
Kerala,1921,74,0,121,0,0,195,195
Kerala,1920,80,0,116,1,0,197,197
Kerala,1919,69,0,85,0,0,154,154
Kerala,1918,69,0,100,0,0,169,169
Kerala,1917,84,0,136,0,0,220,220
Kerala,1916,66,0,137,1,0,204,204
Kerala,1915,100,0,71,0,0,171,171
Kerala,1914,100,0,99,0,0,199,199
Kerala,1913,65,0,28,0,0,93,93
Kerala,1912,137,0,49,0,0,186,186
Kerala,1911,53,0,51,0,0,104,104
Kerala,1910,82,0,80,1,0,163,163
Kerala,1909,42,0,37,0,0,79,79
Kerala,1908,40,0,32,0,0,72,72
Kerala,1907,48,0,31,0,0,79,79
Kerala,1906,47,0,59,0,0,106,106
Kerala,1905,49,0,78,0,0,127,127
Kerala,1904,33,0,60,0,0,93,93
Kerala,1903,31,0,51,0,0,82,82
Kerala,1902,35,0,51,1,0,87,87
Kerala,1901,15,0,40,0,0,55,55
Kerala,1900,32,0,34,0,0,66,66
Kerala,1899,7,0,17,0,0,24,24
Kerala,1898,16,0,25,0,0,41,41
Kerala,1897,10,0,20,0,0,30,30
Kerala,1896,25,0,23,0,0,48,48
Kerala,1895,21,0,37,0,0,58,58
Kerala,1894,18,0,27,0,0,45,45
Kerala,1893,15,0,18,0,0,33,33
Kerala,1892,7,0,36,0,0,43,43
Kerala,1891,17,0,11,0,0,28,28
Kerala,1890,22,0,34,0,0,56,56
Kerala,1889,16,0,21,1,0,38,38
Kerala,1888,12,0,15,0,0,27,27
Kerala,1887,4,0,22,0,0,26,26
Kerala,1886,14,0,18,0,0,32,32
Kerala,1885,23,0,20,1,0,44,44
Kerala,1884,9,0,6,0,0,15,15
Kerala,1883,9,0,11,0,0,20,20
Kerala,1882,9,0,15,0,0,24,24
Kerala,1881,6,0,7,0,0,13,13
Kerala,1880,6,0,13,1,0,20,20
Kerala,1879,5,0,8,0,0,13,13
Kerala,1878,2,0,5,0,0,7,7
Kerala,1877,5,0,7,0,0,12,12
Kerala,1876,4,0,8,0,0,12,12
Kerala,1875,4,0,16,1,0,21,21
Kerala,1874,2,0,1,0,0,3,3
Kerala,1873,3,0,2,0,0,5,5
Kerala,1872,6,0,3,0,0,9,9
Kerala,1871,4,0,5,0,0,9,9
Kerala,1870,4,0,7,0,0,11,11
Kerala,1869,3,0,4,1,0,8,8
Kerala,1868,4,0,6,0,0,10,10
Kerala,1867,8,0,5,0,0,13,13
Kerala,1866,2,0,3,0,0,5,5
Kerala,1865,8,0,12,0,0,20,20
Kerala,1864,2,0,7,0,0,9,9
Kerala,1863,5,0,1,0,0,6,6
Kerala,1862,5,0,4,0,0,9,9
Kerala,1861,2,0,0,0,0,2,2
Kerala,1860,7,0,5,0,0,12,12
Kerala,1859,2,0,2,0,0,4,4
Kerala,1858,0,0,7,0,0,7,7
Kerala,1857,4,0,3,0,0,7,7
Kerala,1856,1,0,1,0,0,2,2
Kerala,1855,0,0,2,0,0,2,2
Kerala,1854,3,0,2,0,0,5,5
Kerala,1852,2,0,1,0,0,3,3
Kerala,1851,0,0,4,0,0,4,4
Kerala,1850,1,0,5,0,0,6,6
Kerala,1849,0,0,2,0,0,2,2
Kerala,1848,0,0,4,0,0,4,4
Kerala,1847,0,0,1,0,0,1,1
Kerala,1845,3,0,2,0,0,5,5
Kerala,1843,0,0,2,0,0,2,2
Kerala,1842,1,0,3,0,0,4,4
Kerala,1841,0,0,2,0,0,2,2
Kerala,1840,0,0,1,0,0,1,1
Kerala,1839,1,0,2,0,0,3,3
Kerala,1838,0,0,1,0,0,1,1
Kerala,1836,2,0,2,0,0,4,4
Kerala,1835,1,0,1,0,0,2,2
Kerala,1834,3,0,0,0,0,3,3
Kerala,1833,0,0,1,0,0,1,1
Kerala,1830,0,0,1,0,0,1,1
Kerala,1828,1,0,0,0,0,1,1
Kerala,1827,1,0,2,0,0,3,3
Kerala,1826,1,0,0,0,0,1,1
Kerala,1825,0,0,2,0,0,2,2
Kerala,1822,1,0,0,0,0,1,1
Kerala,1821,0,0,1,0,0,1,1
Kerala,1819,0,0,1,0,0,1,1
Kerala,1818,0,0,1,0,0,1,1
Kerala,1817,0,0,3,0,0,3,3
Kerala,1816,0,0,1,0,0,1,1
Kerala,1815,0,0,1,0,0,1,1
Kerala,1810,1,0,1,0,0,2,2
Kerala,1808,1,0,0,0,0,1,1
Kerala,1807,1,0,0,0,0,1,1
Kerala,1800,1,0,0,0,0,1,1
Kerala,1797,1,0,0,0,0,1,1
Kerala,1793,0,0,1,0,0,1,1
Ladakh,2021,1,0,0,1,0,2,2
Ladakh,2020,0,0,0,2,0,2,2
Ladakh,2018,2,0,0,2,0,4,4
Ladakh,2017,0,0,0,2,0,2,2
Ladakh,2016,0,0,0,2,0,2,2
Ladakh,2015,6,0,0,0,0,6,6
Ladakh,2014,3,0,1,0,0,4,4
Ladakh,2013,4,0,0,4,0,8,8
Ladakh,2012,1,0,0,1,0,2,2
Ladakh,2011,12,0,0,1,0,13,13
Ladakh,2010,6,0,1,4,0,11,11
Ladakh,2009,11,0,0,2,0,13,13
Ladakh,2008,9,0,0,2,0,11,11
Ladakh,2007,6,0,6,1,0,13,13
Ladakh,2006,7,0,1,1,0,9,9
Ladakh,2005,18,0,2,3,0,23,23
Ladakh,2004,57,0,0,5,0,62,62
Ladakh,2003,92,2,1,1,0,96,96
Ladakh,2002,4,0,1,4,0,9,9
Ladakh,2001,1,0,0,5,0,6,6
Ladakh,2000,5,0,3,5,0,13,13
Ladakh,1999,6,0,0,6,0,12,12
Ladakh,1998,4,0,0,8,0,12,12
Ladakh,1997,5,0,0,1,0,6,6
Ladakh,1996,7,0,0,5,0,12,12
Ladakh,1995,5,0,0,15,0,20,20
Ladakh,1994,3,0,0,6,0,9,9
Ladakh,1993,3,0,0,2,0,5,5
Ladakh,1992,18,0,0,4,0,22,22
Ladakh,1991,4,0,0,3,0,7,7
Ladakh,1990,9,0,2,0,0,11,11
Ladakh,1989,29,0,2,2,0,33,33
Ladakh,1988,23,1,0,0,0,24,24
Ladakh,1987,10,0,0,0,0,10,10
Ladakh,1986,7,1,1,1,0,10,10
Ladakh,1985,31,0,1,0,0,32,32
Ladakh,1984,8,0,2,2,0,12,12
Ladakh,1983,9,1,1,2,0,13,13
Ladakh,1982,11,0,0,1,0,12,12
Ladakh,1981,19,0,1,0,0,20,20
Ladakh,1980,20,0,1,3,0,24,24
Ladakh,1979,16,0,0,0,0,16,16
Ladakh,1978,9,0,0,0,0,9,9
Ladakh,1977,6,0,0,0,0,6,6
Ladakh,1976,8,0,0,1,0,9,9
Ladakh,1975,27,0,0,0,0,27,27
Ladakh,1974,15,0,0,0,0,15,15
Ladakh,1973,19,0,0,1,0,20,20
Ladakh,1972,16,0,0,0,0,16,16
Ladakh,1971,9,0,0,0,0,9,9
Ladakh,1970,12,0,0,0,0,12,12
Ladakh,1969,7,0,0,0,0,7,7
Ladakh,1968,4,0,0,0,0,4,4
Ladakh,1967,5,0,0,0,0,5,5
Ladakh,1966,5,0,0,0,0,5,5
Ladakh,1965,9,0,0,0,0,9,9
Ladakh,1964,15,0,1,0,0,16,16
Ladakh,1963,7,0,0,0,0,7,7
Ladakh,1962,10,0,0,0,0,10,10
Ladakh,1961,4,0,0,0,0,4,4
Ladakh,1960,23,0,0,0,0,23,23
Ladakh,1959,6,1,0,0,0,7,7
Ladakh,1958,14,0,0,0,0,14,14
Ladakh,1957,10,0,0,0,0,10,10
Ladakh,1956,15,0,0,0,0,15,15
Ladakh,1955,20,0,0,0,0,20,20
Ladakh,1954,17,0,0,0,0,17,17
Ladakh,1953,3,0,0,0,0,3,3
Ladakh,1952,3,0,0,0,0,3,3
Ladakh,1951,2,0,0,0,0,2,2
Ladakh,1950,7,0,0,0,0,7,7
Ladakh,1949,1,0,0,0,0,1,1
Ladakh,1948,1,0,0,0,0,1,1
Ladakh,1947,1,0,0,0,0,1,1
Ladakh,1945,1,0,0,0,0,1,1
Ladakh,1943,1,0,0,0,0,1,1
Ladakh,1942,3,0,0,0,0,3,3
Ladakh,1941,2,0,0,0,0,2,2
Ladakh,1940,2,0,0,0,0,2,2
Ladakh,1939,1,0,0,0,0,1,1
Ladakh,1938,1,0,0,0,0,1,1
Ladakh,1937,3,0,0,0,0,3,3
Ladakh,1936,5,0,0,0,0,5,5
Ladakh,1935,2,0,0,0,0,2,2
Ladakh,1933,1,0,0,0,0,1,1
Ladakh,1930,0,0,0,1,0,1,1
Ladakh,1927,2,0,0,0,0,2,2
Ladakh,1926,3,0,0,0,0,3,3
Ladakh,1925,1,0,0,0,0,1,1
Ladakh,1921,1,0,0,0,0,1,1
Ladakh,1920,1,0,0,0,0,1,1
Lakshadweep,2008,4,0,0,0,0,4,4
Lakshadweep,2003,1,1,0,0,0,2,2
Lakshadweep,2002,1,0,0,0,0,1,1
Lakshadweep,1993,1,0,0,0,0,1,1
Lakshadweep,1988,0,1,0,0,0,1,1
Lakshadweep,1986,1,0,0,0,0,1,1
Lakshadweep,1983,1,0,0,0,0,1,1
Lakshadweep,1975,1,0,0,0,0,1,1
